review_body,stars,labels
อาหารทะเลสดๆ ปูเนื้อแน่นหวาน หอยแครง หอยแมลงภู่ตัวใหญ่ รออาหารนาน ถ้าไปทานต้องหาอาหารรองท้องไปหน่อยนะคะ รออาหาร~ 30-40 นาที ปิดทุกวันจันทร์นะคะ ^^,4,positive
"ร้านบรรยากาศดีมากกก เย็นสบาย พนักงานนบริการดี 
เค้กอร่อยทั้ง 3 แบบเลย เค้กมะพร้าวที่ร้านแนะนำเนื้อเค้กนิ่มมาก บราวนี้เข้มข้น ชีสเค้กราสเบอร์รี่คือดีย์",5,positive
ให้ห้าดาวเนื่องจากส่วนตัวชอบมาก ขนมปังปิ้งและนมสด เมนูโปรดคือ ขนมปังปิ้งสังขยาไข่กับเนยนม แม้จะไม่กรอบตามที่อยากได้ในบางครั้ง แต่ยังคงความอร่อยทุกครั้ง ไม่นับเรื่องการหาที่นั่งที่ค่อนข้างวุ่นวาย เพราะมาทีไรคนเต็มร้านตลอด แนะนำว่าถ้ามีเมนูขายดีในใจ ควรมาให้ทัน 2 ทุ่ม เพราะจากหลายๆ ครั้งที่มาช้ากว่านั้น ปังช็อคกับสังขยาไข่จะหมดก่อนตลอด นมสดก็อร่อยมาก ไม่เหม็นคาว ราคาไม่แพงมากด้วยจ้า เฉลี่ยต่อคนปร...,5,positive
"ขออนุญาติให้ 5 ดาวเลยครับ ร้านนี้เพราะคุ้มดีครับ
ร้านนี้เป็นร้านยากินิคุที่มี ซูชิบาร์ด้วย จ่ายกับในราคาบุฟเฟต์ 790 บาทในชุดพรีเมี่ยมครับ บางคนอาจดูแล้วว่ามันแพงไป แต่มาดูที่ตัวอาหารก่อนครับ แล้วจะบอกว่ามันพอดีๆ 

อาหารเริ่มที่ซูชิครับ มีซูชิแซลมอน ทั้งส่วนท้อง แบบย่างไฟ หรือส่วนหลัง ถ้าบอกว่าซูชิมีข้าวกลัวตัดกำลัง ร้านนี้มี ซาชิมิครับ สั่งได้ที่ละ 2 ชิ้นต่อครั้งครับ ผมสั่งไป  6 7 รอบครับ หั...",5,positive
"ถ้าไม่กิน เดี๋ยวแม่ตีตายยย😋😋😋

@ ก๋วยจั๊บมิสเตอร์โจ

😋😋😋  

ก๋วยจั๊บมิสเตอร์โจ ก๋วยจั๊บยอดฮิตอันดับต้นๆของเมืองไทย ร้านนี้เป็นก๋วยจั๊บน้ำใสพริกไทย คนเข้าร้านตั้งแต่เปิดยันปิดร้านแบบไม่ขาดสาย ร้านตั้งอยู่ถนนจันท์ใกล้โรงแรมชาเทรียม ด้านหน้าเป็นตึก1คูหา ด้านในกว้างขวาง ร้านสะอาดเป็นสัดส่วน พนักงานเยอะมากประจำแต่ละจุดขมักเขม้นกระฉับกระเฉงอาหารมีให้เลือกสองอย่างเท่านั้น ก๋วยจั๊บกับหมูกรอบ
✅ก๋ว...",5,positive
คนเยอะ ทัวร์จีนลงบ่อย อาหารรสชาติดี,4,positive
ปิ้ง ย่าง เกาหลี  บุฟเฟต์ที่ทองหล่อ free time กินกันให้หน่ำใจไปข้างนึง ที่นี้แม้ว่าคนจะเยอะแต่รับรองได้รอไม่เกิน20นาที เพราะคนจะเยอะมากๆ มาถึงเราก็ทำการไปเขียนเพื่อทำการขอคิว เมื่อถึงเวลาพนักงานจะมาเรียกเพื่อพาเราเข้าไปนั่งโต๊ะ ที่นี้มีทั้งหมด 4ชั้น รองรับคนได้เยอะเลยทีเดียว อาหารที่ให้ๆมาจะมาเป็นชุด มีหมูหมักเกาหลี หมูสามชั้น หมูหมักธรรมดาและก็ไก่หมัก และที่สำคัญอาหารเกาหลีที่ขาดไม่ได้คือเครื่...,4,positive
"พายมะพร้าวอันโด่งดัง😍 วันนี้ละจะลองให้ได้เลยค่าา 
มาตั้งแต่ร้านเปิดกันเลยทีเดวเชียว เค้กไม่หลายชนิด แต่มีเยอะค่าา น่าทานทั้งงั้นเลย

เมนู *แต่ดันทำรูปหาย ขอโทษนะคะ
- พายมะพร้าว
อร่อยมากกก ดีงามมากๆๆ ควรค่าแก่การรับประทานสุดๆๆ
- เค้กมะพร้าวอ่อน
อันนี้ยังไม่สุดสำหรับเรานะ
- ชาข้าว
หอมดีมากๆๆๆ

โดยรวม พายมะพร้าวอร่อยจังเยย😍",4,positive
ร้านเบอร์เกอร์สไตล์วฮิป ร้านจะทาด้วยสรดำหมดมองไปตอนแรกจะเหมือน​ร้านเหล้าหน่อยยๆ​ มาวันนี้สั่งเบอร์เกอร์กระเพราหมู​ จากรูปจะเสริฟ์มาเป็นชุด​ ชิ้นใหญ่มาก​รูปลักษณ์​ภายนอกสวยน่าทาน​ ชั่งแต่งเข้ากับสไตล์ร้านยิ่งนัก​ รสชาติ​ อร่อยมากทุกอย่างคือลงตัวแป้งเบอร์เกอร์คือดีกระเพราะหมูไข่ดาวคือหอมไม่อยากคิดเลยถ้าเป็นเบอร์เกอร์เนื้อต้อวอร่อยแน่ๆ​ วันนี้มาร้านตรงกับวันฮาโลวีนพอดีพนักงานแแต่งงตัวตามเทศกาลน่าร...,5,positive
"เกาเหลาหม้อไฟร้านนี้คือดีมากๆ หม้อไฟที่ร้อนระอุจนนาทีสุดท้าย ซดน้ำให้ปากพองกันไปข้างนึง 
เนื้อเปื่อยก็ดี เอ็นแก้วก็เด้ง ไส้ก็นุ่ม กระเพาะก็หนึบ คือดีไปทุกอย่างอ่ะ ราคาเป็นมิตรน่าคบกันไปนานๆ ด้วย

เสียอย่างเดียว ร้อนเด้อ ร้อนมาก กินหม้อไฟร้อนๆ กับอากาศร้อนๆ นี่คือสุดบรรยาย แนะนำต้องเอาเสื้อไปเปลี่ยนหลังกินเสร็จเลยล่ะ",5,positive
"#WongnaiThaiSpecialist #NorthernSpecialist #StreetFoodSpecialist

 ข้าวนึ่ง-ไก่ทอดเที่ยงคืน กำแพงดิน, เป็นร้านขายไก่ทอดและของทอด พร้อมน้ำพริกเจ้าดังอีกแห่งหนึ่งของกำแพงดิน ร้านนี้ก็เป็นอีกร้านนึงที่ผมมาซื้อบ่อยมากๆ ส่วนใหญ่จะซื้อเป็นไก่ทอดไก่ทอดของร้านอร่อยจริงๆ ไก่ทอดที่นี้จะคล้ายๆ ไก่ทอดเกลือ ไก่ทอดออกมาแห้งมากกรอบบางไม่อมน้ำมัน ทานคู่กับน้ำพริกหนุ่มข้าวเหนียวของร้านอร่อยมาก จริงๆ ของทอดอย่าง...",5,positive
"ตั้งใจไปร้าน roots นี้กับเพื่อนเพื่อลองชิมกาแฟของเค้า เราสั่ง cacao nip ราคา 100 บาท เมนูนี้ กาแฟโอเค ไม่เข้มเกินไป มีเกร็ดช๊อคโกแล๊ตโรยด้านบน ส่วนเมนู(แอบชิมของเพื่อน) peanut butter clod brew ก็หอมเนยถั่ว แอบชอบเมนูนี้มากกว่า 555 
ปล. แต่ละเมนู ถ้าเกิดเป็นคนดื่มกาแฟหวาน อาจต้องใส่น้ำเชื่อมเพิ่มกันเอง เพราะเค้าจะไม่ได้ใส่มาให้ตอนชงนะคะ",4,positive
"ปีนี้บริษัทจัดไปเที่ยวที่พัทยา ตอนเย็น เลยได้มาแวะทานข้าวที่ร้านนี้ค่ะ ซึ่งมาถึงร้าน อาหารก็พร้อมบนโต๊ะแล้ว ซึ่งก็ถึงเวลาที่ท้องเราร้องพอดีเช่นกันค่ะ
 
แต่พอลองทาน ค่อนข้างงงๆกับรสชาตินิดนึง พยายามตักทานทีละอย่าง เพื่อหาว่าจานไหนที่เราปลื้ม แต่แบบว่าหาไม่ค่อยเจอค่ะ -_-!
 
- กุ้งอบวุ้นเส้น รสชาติออกจืดๆ ต้องหาน้ำจิ้มมากทานเพิ่มรสชาติค่ะ แต่กุ้งสดใช้ได้ค่ะ
 
- ทอดมันปลากราย หน้าตาแปลกจัง เหมือนปล...",2,negative
"👫 People :: 2 peeps
💵 Price :: n/a
🍴 Taste :: 4/5
✨ Decor :: 3/5
🕸 Hygiene :: 3/5
💁🏻 Services :: 3/5
🏠 Place :: 3/5
🚦 Location :: 3/5
🚗 Parking :: 2/5 ctw หาที่จอดรถยากมากๆ
📢 Ploy's say :: ช่วงนั้นไดเอ็ทอยู่เลยกินน้อย แต่อร่อยจริง",4,positive
"กิมโป้ ข้าวต้มปลา เป็นร้านข้าวต้มปลาร้านดังที่มีมิชลินการันตีความอร่อย หลายปีติดต่อกัน 

ทางร้านมีปลาราคาสูงเนื้อดี ที่เหมาะสำหรับทำข้าวต้ม ทั้งปลาเต๋าเต้ย ปลาเก๋า ปลากระพง ปลาหมึก และอาหารทะเลอื่นๆ เช่น กุ้ง หอย ฯลฯ รวมทั้งบะเต็ง 

เมนู : มีทั้งข้าวต้ม ข้าวแห้ง เกาเหลา และ หอยทอด ให้เลือกสั่งได้ตามความชอบ 

น้ำซุปใส อร่อยใช้ได้ 

น้ำจิ้ม มีให้เลือก 2 รส เป็นเต้าเจี้ยวบดล้วน กับเต้าเจี้ยวปรุงรส...",4,positive
ลิ้มรสร้านนี้อีกแล้วกับก๋วยเตี๋ยวต้มยำไข่หวาน วันนี้ไปสั่งเมนูที่ยังไม่เคยลองกินคือ ต้มยำหมูนุ่ม พอมาตอนแรกนึกว่าหมูยังไม่สุกดี แต่ที่จริงแล้วเป็นเนื้อหมูที่นุ่มมาก ที่สำคัณให้เยอะมากเลยทีเดียว 555555 อร่อยโดนใจ,5,positive
"วันนี้มีโอกาสมาทานร้านอาหารไทยตำรับชาวหวังในซอยประมวญ (รร.กรุงเทพคริสเตียน) พอดีว้นนี้มาดึกเลยไม่เห็นบรรยากาศภายนอกเท่าไหร่ แต่ชอบการตกแต่งภายในร้านมากค่ะ สวยงามปราณีต พนักงานที่นี่บริการดีมากๆค่ะให้5ดาวเลย อาหารก็รสชาติอร่อย แต่ติดหวานไปหน่อย ร้านนี้ตอนที่ทานไม่มีคนไทยเลยค่ะ ส่วนใหญ่เป็นญี่ปุ่นและต่างชาติ เมนูที่ทานวันนี้มีแต่ของทานเล่นและกับข้าวนะคะพอดีอิ่มแล้วเลยไม่ได้ชิมของหวาน
-หมี่กรอบ 18...",5,positive
ข้าวห่อไข่แสนอร่อย ซอสเดมิกลาส ท็อปปิ้งด้วยกุ้งทอด กับโคโระเกะ เข้ากันดีสุดๆ โอมุ เป็นร้านที่ยืนหนึ่งในข้าวห่อไข่มาก มีซอสให้เลือกหลากหลาย ทั้งซอสมะเขือเทศ ซอสแกงกะหรี่ ซอสครีม แต่ส่วนตัวแล้วข้าวห่อไข่ต้องเดมิกลาสเท่านั้นจ้า,4,positive
ใครๆก็พูดถึง จนต้องมา ร้านไม่ใหญ่มากนะ โต็ะเต็มตลอดๆถ้ามาช่วงเที่ยง ต้องจองล่วงหน้า แต่ของเค้าอร่อยจริง อาหารออกเร็วมาก ขอชม พนักงานดูแลดี ไก่ทอดอร่อยมากกก กระเทียมเยอะ ยังขอเพิ่มกระเทียมได้อีก :) ของหวานก็ดี,4,positive
"ร้านข้าวต้มเก่าแก่ รสชาติดี ร้านสะอาด พนักงานปะแป้งที่แก้มสวยทุกคน
มาที่นี่ต้องลอง. ข้าวต้มหอยนางรมกับปลาหมึก หากินที่อื่นยากมาก แม้ราคาจะสูงหน่อยแต่คุ้ม. น้ำจิ้มเต้าเจี้ยวอร่อยดี. หอยตัวใหญ่มาก ปลาหมึกกัดไปสดกรอบมาก",4,positive
"มากินครั้งแรกร้านอยู่ชั้นใต้ดินยูเนียนมอลล์ คนเยอะมากเลย ต่อคิวๆ กับพนักงาน ถึงคิวแล้วเค้าจะเรียกนะ รอไหวอยู่ ทั้งๆ ที่คนเยอะมาก 

เมนูก็จะมีแต่ก๋วยเตี๋ยวต้มยำ เลือกเส้น เนื้อ topping ตามเมนูเลย ชอบไข่หวาน เป็นไข่ยางมะตูม น้ำซุปก็อร่อยดีนะ ไม่ได้เผ็ดมาก ทานง่าย ถ้วยใหญ่มาก ราคาประมาณ 70 มั้ง มีขนมหวานเป็นขนมถ้วย ก็อร่อยจ้า",4,positive
ต้องบอกว่าเป็นร้านที่ดูง่ายๆแต่เก๋ กึ่งๆฟิวชั่น มาแล้วรู้สึกว่าได้พักสบายๆเหมาะกับการมานั่งคุยกับเพื่อนและครอบครัว อาหารก็รสชาตดี อาจจะไม่ได้รีวิวทุกเมนูเพราะสั่งมาเยอะมากๆแต่ขอพูดเฉพาะบางจานที่ชอบ อันแรกที่สะดุดตาคือข้าวห้าสี ทำได้เก๋จริงๆแต่วันนี้คงหุงน้ำน้อยไปหน่อยเลยแข็งไปนิด อีกอย่างที่ชอบคือ ปลาทอดยำตะไคร้ ทอดกรอบและน้ำจิ้มอร่อย ข้าวจี่หมูกระเทียมก็ดีนะแปลกดีข้าวเหนียวชุบไข่หนึบๆ โดยรวมแล...,4,positive
"ได้ยินชื่อร้านนี้มานานครับ เพื่อนบอกว่าบรรยากาศดีและอาหารอร่อย ถึงขนาดในวันว่างๆเพื่อนผมขับรถจาก กทม.มานั่งทานกันถึงนี่เลยครับ 555 และครั้งนี้ผมพาเด็กๆมาเที่ยวเขาเขียว ก่อนกลับพวกผมจึงขอแวะดูซะหน่อยว่าร้านเป็นยังไงนะครับ ^^

ร้าน มุมอร่อย สาขาศรีราชา อยู่ในซอยแหลมเกตุ หรือ ซอยเดียวกับโรงพยาบาลสมิติเวช ศรีราชา ทางเข้าซอยจะเป็นทานโค้งและรถใช้ความเร็วพอสมควร ควรระมัดระวังและดูให้ดีก่อนข้ามถนนเข้...",4,positive
"ร้านกาแฟยามเช้า ดีกรี UC 2019!
Sunday breakfast ทั้งทีก็ต้องหากาแฟหอมๆจิบ กับขนมอบหอมๆละเลียด วันนี้เลือกร้าน “Roots” ในโครงการ the common ย่านทองหล่อครับ

ภายในโครงการมีที่จอดรถใต้ดิน อย่างลืมแต๊มบัตรหรือเอาใบเสร็จออกมาด้วยนะ 

ร้านไม่แบ่งห้องชัดเจน และใช้ที่นั่งได้ทั้ง the common คือจะนั่งตรงไหนในตึกก็ได้ ตรงกลางร้านเป็น station ชงกาแฟให้ดู โชว์เครื่อง brew หรูหรา มีตู้โชว์ขนมอบน่ากินทุกชิ้น
...",4,positive
"เราแวะมาทานอาหารรอบบ่ายกันที่ร้านนี้ เพราะมีแพลนจะมาวัดอุโมงค์ที่ห่างจากร้านนี้ไปแค่นิดเดียว ร้านคนน้อยเพราะยังไม่ใช่ช่วงเย็น เลยนั่งทานได้แบบสบายๆเลย

เมนูของทางร้านมีเยอะมาก เราก็ไม่ได้เชี่ยวอาหารเหนือเท่าไหร่เลยสั่งแบบที่คิดว่าน่าจะพอทานได้กันมา เริ่มจากออร์เดิร์ฟเมือง, หมูยอทอด,ตำลึงคั่วไข่,หมูสามชั้นทอด,แกงจืดไข่น้ำ 

อาหารโดยรวมร้านนี้อร่อยใช้ได้ทุกอย่างนะ และราคาไม่แพงด้วย แต่ละจานมาขนาด...",4,positive
ร้านก๋วยเตี๋ยวคั่วไก่ศริญญา เป็นร้านที่แต่เช้าและปิดดึกมากๆเลยคะ (ปิดตั้งเที่ยงคืนแน่ะ) ร้านนี้หาที่จอดรถลำบากหน่อยเพราะต้องจอดรถข้างทาง ร้านก๋วยเตี๋ยวคั่วไก่ ถูกตกแต่งด้วยสไตล์น่ารักๆ มีสีสันสดใส มีเมนูให้เลือกทานมากมาย เช่น ก๋วยเตี๋ยวคั่วไก่อบไข่ เป็นเมนูแนะนำของทางร้านที่ใครๆมาก้อต้องไม่พลาดที่จะสั่งเมนูนี้ ส่วนเครื่องดื่มดิฉันขอแนะนำ อันชัญมะนาว รสชาติหวานอมเปรี้ยวกลมกล่อมมากๆเลยคะ อยากให้เ...,5,positive
"ร้าน La Vie ถือเป็นหนึ่งในร้านที่ได้รับความนิยมมากที่สุดในงาน Bangkok Restaurant Week เพราะเมนูอาหารที่จัดอยู่ในเซ็ตถือว่าพรีเมียมใช้ได้ ในขณะที่ราคาก็นับว่าไม่แพง 699++ (ไม่รวมค่าเครื่องดื่ม) วันนี้เลยนัดเพื่อนๆ มาสังสรรค์กันที่นี่ ด้วยความที่กลัวว่าจะทำลายความเงียบสงบในร้าน จึงลงทุนจองห้องส่วนตัวซึ่งสามารถจัดที่นั่งได้ประมาณ 12 ที่ (เสียค่าเช่าห้องต่างหากอีก 2,500 บาท) ประสบการณ์มื้อนี้เป็นอย...",4,positive
ความบ้านเป็นคนจีนอะเนาะ 5555555 ร้านนนี้ร้านประจำครอบครัวครับ คิดไรไม่ออกเทศกาลไหนๆจะเลี้ยงฉลองก็ต้องร้านนี้เลยครับ เมนูโปรดผมนี่ต้องออส่วนหอยนางรมเลย ปลาต้มเผือกก็เด็ดครับ อร่อยมากๆ เป็นร้านอาหารที่ได้ทุกวัยครับ อบอุ่นมากๆเมื่อมาทานกับครอบครัวครับ,4,positive
วันนี้เกิดหิวราดหน้าขึ้นมา พอดีเพิ่งเห็นชื่อ”ร้านแสนยอด” ในการประกาศรางวัล Bib Gourmand โดย Michelin Guide Book จึงมุ่งหน้าไปทานอาหารเที่ยงที่ร้านนี้กับครอบครัว ไปถึงตอน 11 โมงเช้าจึงไม่มีปัญหาเรื่องที่จอดรถและการหาโต๊ะ ถามผู้จัดการเรื่องการจองโต๊ะจึงมราบว่าร้านนี้ไม่รับจองโต๊ะเฉพาะวันสุดสัปดาห์เท่านี้น วันธรรมดาจองได้ครับ สถานที่ยังรักษาความสะอาดเรียบร้อยได้ดีปานกลาง ห้องน้ำสะอาดมาก ให้คะแนนสา...,5,positive
"#ร้านเด็ดบางแสน #ชลบุรี

🐳🐳 ครัวปลาทู (ทิดอ้วน) 🐬🐬
(บางแสน, ชลบุรี)
UC2020 #111
UC2020 #119

🐳 เมนูจากปลาทูสดคือเมนูพื้นถิ่นที่ควรลองเมื่อมาบางแสนค่ะ หลายๆ ร้านอาหารมักมีเมนูปลาทู ร้านครัวปลาทู (ทิดอ้วน) ก็เป็นอีกร้านที่มีสารพัดเมนูปลาทูให้ลองค่ะ สมัยก่อนทางร้านออกเรือเอง จับปลาทูสดๆ มาเอง แต่ปัจจุบันด้วยปัญหาคนงาน ปัญหาลูกเรือ ทางร้านก็เปลี่ยนเป็นไปรับซื้อปลาทูจากเรือที่ไว้ใจได้แทนค่ะ ก็ม...",4,positive
"บุฟเฟ่ต์นี้ คือที่รวมตัวของ รายการอาหารชั้นสูง
อร่อยทุกอย่าง ตัวเลือกไม่ได้มากมายแบบบางโรงแรม 
แต่เด็ดทุกตัว
บริการคือที่สุด บริการดีมาก เกินความคาดหวัง
มีเดรสโค้ด ห้าม กุด สั้น แตะ นะคะ 
ราคาสูง น่าจะที่สุด ณ ขณะนี้ สำหรับ บุฟเฟ่ต์ประเภทเดียวกัน
ประมาณ 3,400 บาท/คน 

Highlight
Service & River view
Foie gras 
Iberico
Sirloin Steak 🥩
River Prawn
Hamachi Sashimi 🍣
Smoked Salmon
Cheese Platters
...",4,positive
"ซอยเล็กๆ ร้านอยู่ด้านใน ซอยนั้นมีร้านอาหารอยู่หลายร้าน จอดรถหน้าร้านได้แค่3คัน เราเลยเลี่ยงโดยการไปตอนร้านเปิดซะ ร้าน2คูหามีโต๊ะน้อย ร้านแน่นๆ พนักงานที่ร้าน พูดจีน��ันทุกคน บรรยากาศเหมือนไปกินอาหารที่จีน รสชาติจะอ่อนกว่าจีน ซึ่งหวานมันก็ลดลงเช่นกันซึ่งดี สั่งมา5รายการ
 เต้าหู้เฉวนถ้าเผ็ดกว่านี้จะดี 
หมี่ฮ่องกง อันนี้เฉยๆมันๆ 
ไก่ฉีกผัด เข้ามีการปรุงรสเข้าเนื้ออยู่ เค็มนิดๆ
ผัดถั่วแขก อร่อย หมูส...",4,positive
"โจ๊กหมู+ไข่ : ธรรมดามาก เนื้อโจ๊กมีกลิ่นยางข้าวอ่อนๆ หนืดไปหน่อย จืด เค็มแค่จากซีอิ๊ว ไม่ค่อยมีกลิ่นน้ำซุป หมูเด้งธรรมดาๆ ไข่ก็ธรรมดา

เต้าหู้ทอด : อันนี้อร่อยใช้ได้ กรอบ นุ่ม ไม่เละ น้ำจิ้มรสอ่อนไป

Tips : ร้านติดถนนใหญ่ จอดรถข้างถนนได้เลย แต่ต้องเลยร้านไปหน่อย
Results : ธรมมดามากจริงๆ ไม่จำเป็นต้องมากินเชียงใหม่ก็ได้  แต่อาจจะเพราะไม่มีปาท่องโก๋ด้วย(หมด)",2,negative
"#เปลวก๋วยเตี๋ยวต้มยำโบราณ #สูตรนครปฐม

เปลวก๋วยเตี๋ยวต้มยำ สูตรโบราณจากนครปฐม จุดเด่นอยู่ที่ถั่วลิสงคั่ว  ต้มยำรสหวานนำ ความหวานจากน้ำตาลปึก และบีบมะนาวสดเพิ่มลงไป สำหรับคนชอบต้มยำรสเข้มข้นแบบรสชาติหวานนำ ตอบโจทย์เลยค่ะ

ก๋วยเตี๋ยวต้มยำรวมมิตร (50 บาท เพิ่มไข่ต้ม 1 ฟอง 10 บาท) เส้นเล็กลวกมาได้เหนียวนุ่ม น้ำยำรสจัดจ้านออกไปทางหวานนำ พร้อมถั่วลิสงใส่มาแบบจุใจ  โรยด้วยกากหมูกระเทียมเจียวสดใหม่ ท๊อ...",4,positive
"ถึงฤดูร้อน อาหารประจำฤดูกาลจึงได้เวลาเปิดตัวแล้ว 'ข้าวแช่ชาววัง' ราคาชุดเล็ก 399 บาท เหมาะสำหรับ 2-3 คน เสริฟนำด้วยแตงโมปลาแห้ง ชุดข้าวแช่พร้อมเครื่องเคียง และขนมหวานสาคูแคนตาลูป การตกแต่งจานด้วยผักแกะสลักสวยงามปราณีต เป็นอาหารตาพร้อมอาหารกายอย่างแท้จริง 

วิธีรับประทานข้าวแช่ที่ถูกต้อง คือ ตักกับใส่จานพัก ใช้มือหยิบเข้าปาก แล้วใช้ช้อนตักข้าวแช่รับประทาน และควรระวังอย่านำช้อนที่เปื้อนกับแล้วใส่...",4,positive
"สั่งสุกี้หมูและทะเลมาลอง คือ ขนาดมาคิวแรกๆตอนเปิดร้านยังรออยู่นานมาก 

พอยกมาก็ลองชิม อืมมม ผัดมาค่อนข้างมัน ผักก็ไม่สุก สำหรับน้ำจิ้ม ก็หวานนำอย่างเดียว เหมือนน้ำจิ้มสุกี้ขวดเลย แต่ร้านก็ให้มาเยอะสมราคา รวมๆแล้วก็โอเคนะ แต่ก็ไม่ประทับใจอะไร เมื่อต้องเเลกกับการรอกินนานเเสน",2,negative
"ตะลุย ณ เซนทรัล บางนา คราวนี้ที่มาคือได้ซื้อดีลจากวงในไว้ค่ะ เป็นเซทที่ไม่เคยเลือกทานมาก่อนเพราะว่า เป็นเซทสูงสุดอะ มีราเมน ข้าว โมจิ ของหวานและไก่กระบอกเพิ่มขึ้นค่ะ หรือไก่ไม้ไผ่นี่แหละค่ะ ส่วนตัวแล้วไม่ค่อยชอบนะคะ  วันนี้เลือกน้ำซุปสุกี้ กับ ทงคัตสึค่ะ น้ำซุปทงคัตสึ เหมาะกับการต้มกับเส้นราเมนมากเลยค่ะ ว่าแล้วก็หิวเลย
เนื้อนี่อย่าพูดถึงของเค้าดีอยู่แล้ว
ส่วนของหวานคือ ไดฟูกุ กับ ไอศกรีมค่ะ
มีห...",5,positive
"ร้านข้าวเม่า-ข้าวฟ่าง ป่าในจินตนาการ เป็นอีกหนึ่งร้านที่ดังมากๆ ทางร้านรองรับคนได้เยอะ ที่จอดรถเยอะ ร่มรื่นมากๆครับ

บริเวณร้าน มีทั้งน้ำตก ต้นไม้สวยๆ บึงน้ำ มีหลายบรรยากาศให้เลือกชม ถ่ายรูปได้ตามใจชอบ 

เมนูอาหารมีหลากหลาย ทั้งเมนูชาววัง เมนูอาหารเหนือ เมนูอาหารทั่วไป จัดจานได้สวยงาม ราคาพอรับได้ครับ พนักงานบริการดี

ข้าวแช่ชาววัง 195- ทานแล้วสดชื่นมากๆครับ
ข้าวเม่าเสวย 65- มาแล้วต้องทานนะครับ...",5,positive
"ถ้าไปเชียงใหม่ แล้วไม่รู้ว่าจะไปร้านไหนดี
เราอยากแนะนำให้คุณมาที่นี่

ชม | Chom Cafe and Restaurant 
ของดีเมืองเชียงใหม่ ที่ทางเราไปแล้วว้าวสุด

เดินเข้ามาตั้งแต่หน้าร้านเจอบรรยากาศสวนสีเขียว แม่น้ำไหลผ่าน ละอองน้ำพวยพุ่ง 

ด้านในมีทั้งโซน In door และ Out door บรรยากาศสบายๆ โปร่งๆ 

ครบเลย ��ั้งอาหารคาวหวาน ยันขนมหวานและ Café

หากใครคิดว่าร้านอาหารสวยๆ อาหารจะรสชาติไม่โอเค ร้านนี้ไม่เป็นแบบนั้นแ...",5,positive
"ปลาอินทรีย์ทอดน้ำปลา,กรรเชียงปูนึ่ง,ต้มหมึกน้ำดำ,ปลากุแลแร่",5,positive
"""RISTR8TO"" (ดอปปิโอ ริสเตรทโต้) ร้านตั้งอยู่บนถนนนิมมานเหมินทร์ ปากซอยนิมมานเหมินทร์ 3 ติดกับร้าน กู โรตีและชาชัก แถวนี้หาที่จอดรถยากมาก มีลูกค้าเต็มตลอดเป็นคนไทยและคนต่างชาติก็เยอะค่ะ

บรรยากาศร้าน : ร้านขนาดเล็ก 1 คูหา ร้านแบบ Open Air ไปช่วงพฤษภาคมอากาศร้อนมาก ร้านดีไซน์เก๋ ๆ พร้อมเก้าอี้เล็ก ๆ ไว้นั่งทานกาแฟ

รสชาติ : เนื่องจากเราไม่ทานกาแฟ ทานกาแฟแล้วใจสั่น เลยสั่งเป็นโกโก้แทน ""Cocoa L...",5,positive
"อร่อยดีแต่แพงไปนิด

เป็นร้านดินเนอร์สุดโรแมนติกที่รสชาติอร่อยดีแต่แอบแพงไปนิดสำหรับวันนี้มาทานกับเพื่อนหลายคนต่างเป็นไก่อะไรซักอย่างที่คล้ายๆไก่บาร์บีคิว ก็รสชาติออกเค็มหวานอร่อยดีค่ะ

อีก 1 เมนูคือผักโขมอบชีส ตอนแรกนึกว่าโอ้โหเยอะจังที่ไหนได้จานแบนจ้าก็คือไม่ได้เยอะมากแต่ทำออกมาได้โอเคนะคะไม่เลี่ยนมากถือว่าใช้ได้ค่ะ

สำหรับร้านนี้ก็มีอยู่หลายสาขาเมกะบางนาร้านค่อนข้างใหญ่นี้มีทั้งอินดอร์เอาดอร์...",4,positive
งงมากจ้าสาสาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาา,1,negative
ด้วยความอยากกินหมูกะทะ และเอี่ยมโด่งดังเรื่องน้ำจิ้มอร่อย เลยขอลองสักหน่อย ต้องบอกว่าประทับใจมาก หมูนุ่มปิ้งแล้วหอม ซุปดีผักสดหวาน สั่งรวมมิตรจานใหญ่มาไม่พอ จัดเนื้อหมักเพิ่ม2จาน หมี่ผัดกระเฉดอร่อยสมคำร่ำลือ หมูกระเทียมผัดมาหอมฟุ้งกระเทียมจีนล้นๆ สุกี้แห้งอร่อยมา��จนอยากกินอีก สรุป!! อร่อยๆไปกินกัน ค่ำจอดรถริมถนนหรือในซอยได้เลย อาหารรอไม่นาน ราคากลางๆ สมคุณภาพยิ่งนัก,5,positive
ร้านกาแฟอร่อย มี Story ในการกิน บรรยากาศดี อาคารสวย,4,positive
